Long_form,A_ions,B_ions,C_ions,A_ion_coefficient,B_ion_coefficient,C_ion_coefficient
BA2MA3Pb4I9,BA; MA,Pb,I,2; 3,4,9
Cs0.15EA0.75FA0.1PbBr0.3I2.7,Cs; EA; FA,Pb,Br; I,0.15; 0.75; 0.1,1,0.3; 2.7
BA0.1Cs0.15FA0.75PbBr0.3I2.7,BA; Cs; FA,Pb,Br; I,0.1; 0.15; 0.75,1,0.3; 2.7
CsPbBr0.75I2.25,Cs,Pb,Br; I,1,1,0.75; 2.25
Cs0.67FA0.33PbBr0.75I2.25,Cs; FA,Pb,Br; I,0.67; 0.33,1,0.75; 2.25
FA0.79MA0.16PbBr0.51I2.49,FA; MA,Pb,Br; I,0.79; 0.16,1,0.51; 2.49
FA0.81MA0.15PbBr0.45I2.55,FA; MA,Pb,Br; I,0.81; 0.15,1,0.45; 2.55
Cs0.10FA0.36MA0.54PbBr0.2I2.8,Cs; FA; MA,Pb,Br; I,0.10; 0.36; 0.54,1,0.2; 2.8
Cs0.1FA0.76MA0.14PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,0.1; 0.76; 0.14,1,0.45; 2.55
(CPEA)2MA2Pb3I10,(CPEA); MA,Pb,I,2; 2,3,10
(CPEA)2MA3Pb4I13,(CPEA); MA,Pb,I,2; 3,4,13
(CPEA)2MA4Pb5I16,(CPEA); MA,Pb,I,2; 4,5,16
(CPEA)2MA5Pb6I19,(CPEA); MA,Pb,I,2; 5,6,19
Cs0.17FA0.83PbBr0.15I2.85,Cs; FA,Pb,Br; I,0.17; 0.83,1,0.15; 2.85
Cs0.17FA0.83PbBr0.30I2.7,Cs; FA,Pb,Br; I,0.17; 0.83,1,0.30; 2.7
(BDA)MA4Pb5I16,(BDA); MA,Pb,I,1; 4,5,16
MACa0.02Pb0.98I3,MA,Ca; Pb,I,1,0.02; 0.98,3
MACa0.10Pb0.90I3,MA,Ca; Pb,I,1,0.10; 0.90,3
FA0.85MA0.15Pb0.45I2.55,FA; MA,Pb,I,0.85; 0.15,0.45,2.55
Cs0.1FA0.7MA0.2PbBr0.3I2.7,Cs; FA; MA,Pb,Br; I,0.1; 0.7; 0.2,1,0.3; 2.7
Cs0.025FA0.81MA0.15PbBr0.45I2.5,Cs; FA; MA,Pb,Br; I,0.025; 0.81; 0.15,1,0.45; 2.5
Cs0.79FA0.16MA0.1PbBrI2,Cs; FA; MA,Pb,Br; I,0.79; 0.16; 0.1,1,1; 2
Cs0.32FA0.58GU0.1PbBr0.81I2.19,Cs; FA; GU,Pb,Br; I,0.32; 0.58; 0.1,1,0.81; 2.19
EA0.1MA0.9PbI3,EA; MA,Pb,I,0.1; 0.9,1,3
EA0.2MA0.8PbI3,EA; MA,Pb,I,0.2; 0.8,1,3
EA0.3MA0.7PbI3,EA; MA,Pb,I,0.3; 0.7,1,3
EA0.4MA0.6PbI3,EA; MA,Pb,I,0.4; 0.6,1,3
EA0.5MA0.5PbI3,EA; MA,Pb,I,0.5; 0.5,1,3
Cs0.1FA0.9PbBr0.51I2.49,Cs; FA,Pb,Br; I,0.1; 0.9,1,0.51; 2.49
GU0.05MA0.95PbI3,GU; MA,Pb,I,0.05; 0.95,1,3
GU0.1MA0.9PbI3,GU; MA,Pb,I,0.1; 0.9,1,3
GU0.17MA0.83PbI3,GU; MA,Pb,I,0.17; 0.83,1,3
GU0.2MA0.8PbI3,GU; MA,Pb,I,0.2; 0.8,1,3
GU0.25MA0.75PbI3,GU; MA,Pb,I,0.25; 0.75,1,3
GU0.025MA0.975PbI3,GU; MA,Pb,I,0.025; 0.975,1,3
GU0.075MA0.925PbI3,GU; MA,Pb,I,0.075; 0.925,1,3
GU0.125MA0.875PbI3,GU; MA,Pb,I,0.125; 0.875,1,3
GU0.15MA0.85PbI3,GU; MA,Pb,I,0.15; 0.85,1,3
GU0.50MA0.50PbI3,GU; MA,Pb,I,0.50; 0.50,1,3
GU0.75MA0.25PbI3,GU; MA,Pb,I,0.75; 0.25,1,3
(PEA)2FA3Pb4I13,(PEA); FA,Pb,I,2; 3,4,13
(PEA)2Cs0.45FA2.55Pb4I13,(PEA); Cs; FA,Pb,I,2; 0.45; 2.55,4,13
(PEI)2MA6Pb7I22,(PEI); MA,Pb,I,2; 6,7,22
(PEI)2MA4Pb5I16,(PEI); MA,Pb,I,2; 4,5,16
(PEI)2MA2Pb2I10,(PEI); MA,Pb,I,2; 2,2,10
(PEI)2PbI4,(PEI),Pb,I,2,1,4
Cs0.15FA0.71MA0.14PbBr0.9I2.1,Cs; FA; MA,Pb,Br; I,0.15; 0.71; 0.14,1,0.9; 2.1
Cs0.15FA0.71MA0.14PbBr0.6I2.4,Cs; FA; MA,Pb,Br; I,0.15; 0.71; 0.14,1,0.6; 2.4
Cs0.15FA0.71MA0.14PbBr0.75I2.25,Cs; FA; MA,Pb,Br; I,0.15; 0.71; 0.14,1,0.75; 2.25
Cs0.15FA0.71MA0.14PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,0.15; 0.71; 0.14,1,0.45; 2.55
(PTA)2MA3Pb4I13,(PTA); MA,Pb,I,2; 3,4,13
MA2PA3Pb4I13,MA; PA,Pb,I,2; 3,4,13
(PMA)2MA3Pb4I13,(PMA); MA,Pb,I,2; 3,4,13
(DPA)2MA3PAPAPb4I13,(DPA); MA; PA; PA,Pb,I,2; 3,4,13
Cs0.15FA0.85PbBr0.87I2.13,Cs; FA,Pb,Br; I,0.15; 0.85,1,0.87; 2.13
MAPb0.999Sb0.001I3,MA,Pb; Sb,I,1,0.999; 0.001,3
(PEA)2MAPbI4,(PEA); MA,Pb,I,2; 1,1,4
(4ApyH)Bi0.2Sb0.8I4,(4ApyH),Bi; Sb,I,1,0.2; 0.8,4
(4ApyH)SbI4,(4ApyH),Sb,I,1,1,4
Cs0.05FA0.84MA0.11PbBr0.1I2.9,Cs; FA; MA,Pb,Br; I,0.05; 0.84; 0.11,1,0.1; 2.9
Cs0.1FA0.85MA0.05PbBr0.15I2.85,Cs; FA; MA,Pb,Br; I,0.1; 0.85; 0.05,1,0.15; 2.85
FA0.9MA0.1PbBr0.03I2.97,FA; MA,Pb,Br; I,0.9; 0.1,1,0.03; 2.97
Cs0.05FA0.85MA0.1PbBr0.03I2.97,Cs; FA; MA,Pb,Br; I,0.05; 0.85; 0.1,1,0.03; 2.97
Cs0.10FA0.81MA0.09PbBr0.03I2.97,Cs; FA; MA,Pb,Br; I,0.10; 0.81; 0.09,1,0.03; 2.97
Cs0.15FA0.76MA0.09PbBr0.03I2.97,Cs; FA; MA,Pb,Br; I,0.15; 0.76; 0.09,1,0.03; 2.97
Cs0.2FA0.72MA0.08PbBr0.03I2.97,Cs; FA; MA,Pb,Br; I,0.2; 0.72; 0.08,1,0.03; 2.97
Cs0.12FA0.5MA0.38PbBr0.96I2.04,Cs; FA; MA,Pb,Br; I,0.12; 0.5; 0.38,1,0.96; 2.04
Cs0.06FA0.94PbBr0.03I2.97,Cs; FA,Pb,Br; I,0.06; 0.94,1,0.03; 2.97
Cs0.07FA0.93PbBr0.06I2.94,Cs; FA,Pb,Br; I,0.07; 0.93,1,0.06; 2.94
Cs0.09FA0.91PbBr0.12I2.88,Cs; FA,Pb,Br; I,0.09; 0.91,1,0.12; 2.88
Cs0.11FA0.89PbBr0.18I2.82,Cs; FA,Pb,Br; I,0.11; 0.89,1,0.18; 2.82
Cs0.14FA0.86PbBr0.27I2.29,Cs; FA,Pb,Br; I,0.14; 0.86,1,0.27; 2.29
Cs0.17FA0.87PbBr0.36I2.64,Cs; FA,Pb,Br; I,0.17; 0.87,1,0.36; 2.64
Cs0.05FA0.89MA0.06PbBr0.18I2.82,Cs; FA; MA,Pb,Br; I,0.05; 0.89; 0.06,1,0.18; 2.82
Cs0.1FA0.74MA0.13PbBr0.39I2.48,Cs; FA; MA,Pb,Br; I,0.1; 0.74; 0.13,1,0.39; 2.48
FA0.83MA0.17PbBr0.33I2.67,FA; MA,Pb,Br; I,0.83; 0.17,1,0.33; 2.67
Cs0.05FA0.5MA0.45PbBr0.04I2.96,Cs; FA; MA,Pb,Br; I,0.05; 0.5; 0.45,1,0.04; 2.96
FA0.87MA0.13PbBr0.5I2.5,FA; MA,Pb,Br; I,0.87; 0.13,1,0.5; 2.5
Cs0.05FA0.83MA0.12PbBr0.5I2.5,Cs; FA; MA,Pb,Br; I,0.05; 0.83; 0.12,1,0.5; 2.5
IM0.005MA99.5PbI3,IM; MA,Pb,I,0.005; 99.5,1,3
IM0.01MA0.99PbI3,IM; MA,Pb,I,0.01; 0.99,1,3
IM0.03MA0.97PbI3,IM; MA,Pb,I,0.03; 0.97,1,3
IM0.05MA0.95PbI3,IM; MA,Pb,I,0.05; 0.95,1,3
Cs0.08FA0.78MA0.14PbBr0.42I2.38,Cs; FA; MA,Pb,Br; I,0.08; 0.78; 0.14,1,0.42; 2.38
Cs0.05FA0.79MA0.16PbBr0.03I2.97,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.16,1,0.03; 2.97
Cs0.17FA0.83PbBr0.51I2.5,Cs; FA,Pb,Br; I,0.17; 0.83,1,0.51; 2.5
MAPbBr0.07I2.97,MA,Pb,Br; I,1,1,0.07; 2.97
FA0.57MA0.43PbBr0.04I2.96,FA; MA,Pb,Br; I,0.57; 0.43,1,0.04; 2.96
Cs0.02FA0.84MA0.14PbBr0.05I2.95,Cs; FA; MA,Pb,Br; I,0.02; 0.84; 0.14,1,0.05; 2.95
Cs0.05FA0.15MA0.85PbI3,Cs; FA; MA,Pb,I,0.05; 0.15; 0.85,1,3
(CHMA)2MAPbI4,(CHMA); MA,Pb,I,2,1,4
(CHMA)2MAPb2I7,(CHMA); MA,Pb,I,2; 1,2,7
(CHMA)2MA2Pb3I10,(CHMA); MA,Pb,I,2; 2,3,10
(CHMA)2MA3Pb4I13,(CHMA); MA,Pb,I,2; 3,4,13
(CHMA)2MA4Pb5I16,(CHMA); MA,Pb,I,2; 4,5,16
FA0.57MA0.43PbBr0.39I2.61,FA; MA,Pb,Br; I,0.57; 0.43,1,0.39; 2.61
FA0.11MA0.89PbI3,FA; MA,Pb,I,0.11; 0.89,1,3
Cs0.05FA0.77MA0.16PbBr0.48I2.52,Cs; FA; MA,Pb,Br; I,0.05; 0.77; 0.16,1,0.48; 2.52
Cs0.1FA0.9PbBr0.135I2.865,Cs; FA,Pb,Br; I,0.1; 0.9,1,0.135; 2.865
(NH4)6.8FA0.15MA0.85Pb7.8Br0.45I22.95,(NH4); FA; MA,Pb,Br; I,6.8; 0.15; 0.85,7.8,0.45; 22.95
(NH4)6.8FA0.15MA1.275Pb7.8Br0.45I23.375,(NH4); FA; MA,Pb,Br; I,6.8; 0.15; 1.275,7.8,0.45; 23.375
(NH4)6.8FA0.15MA2.125Pb7.8Br0.45I23.97,(NH4); FA; MA,Pb,Br; I,6.8; 0.15; 2.125,7.8,0.45; 23.97
(NH4)6.8FA0.15MA2.04Pb7.8Br0.45I24.14,(NH4); FA; MA,Pb,Br; I,6.8; 0.15; 2.04,7.8,0.45; 24.14
(NH4)6.8FA0.15MA2.21Pb7.8Br0.45I24.31,(NH4); FA; MA,Pb,Br; I,6.8; 0.15; 2.21,7.8,0.45; 24.31
(NH4)1.7FA0.15MA2.04Pb2.7Br0.45I8.84,(NH4); FA; MA,Pb,Br; I,1.7; 0.15; 2.04,2.7,0.45; 8.84
(NH4)3.4FA0.15MA2.04Pb4.4Br0.45I13.94,(NH4); FA; MA,Pb,Br; I,3.4; 0.15; 2.04,4.4,0.45; 13.94
(NH4)5.1FA0.15MA2.04Pb6.1Br0.45I19.04,(NH4); FA; MA,Pb,Br; I,5.1; 0.15; 2.04,6.1,0.45; 19.04
(NH4)8.5FA0.15MA2.04Pb9.5Br0.45I29.24,(NH4); FA; MA,Pb,Br; I,8.5; 0.15; 2.04,9.5,0.45; 29.24
FAPbBr0.25I2.75,FA,Pb,Br; I,1,1,0.25; 2.75
FAPbBr0.35I2.65,FA,Pb,Br; I,1,1,0.35; 2.65
Cs0.1FA0.9PbBr0.225I2.775,Cs; FA,Pb,Br; I,0.1; 0.9,1,0.225; 2.775
Cs0.1FA0.9PbBr0.315I2.685,Cs; FA,Pb,Br; I,0.1; 0.9,1,0.315; 2.685
Cs0.2FA0.8PbBr0.12I2.88,Cs; FA,Pb,Br; I,0.2; 0.8,1,0.12; 2.88
Cs0.2FA0.8PbBr0.2I2.8,Cs; FA,Pb,Br; I,0.2; 0.8,1,0.2; 2.8
Cs0.2FA0.8PbBr0.28I2.72,Cs; FA,Pb,Br; I,0.2; 0.8,1,0.28; 2.72
MA0.1Mn0.1Pb0.9I3,MA,Mn; Pb,I,0.1,0.1; 0.9,3
MA4PbI6,MA,Pb,I,4,1,6
Cs0.05FA0.7885MA0.1615PbBr0.4845I2.4155,Cs; FA; MA,Pb,Br; I,0.05; 0.7885; 0.1615,1,0.4845; 2.4155
Cs0.05FA0.75MA0.2PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.05; 0.75; 0.2,1,0.51; 2.49
(AVA)0.05MA0.95PbI3,(AVA); MA,Pb,I,0.05; 0.95,1,3
CsFA0.83MA0.17PbBr0.5I2.5,Cs; FA; MA,Pb,Br; I,1; 0.83; 0.17,1,0.5; 2.5
FA0.85MA0.15PbBr0.46I2.54,FA; MA,Pb,Br; I,0.85; 0.15,1,0.46; 2.54
FA0.9MA0.1PbBr0.15I2.85,FA; MA,Pb,Br; I,0.9; 0.1,1,0.15; 2.85
MACu0.1Pb0.9I3,MA,Cu; Pb,I,1,0.1; 0.9,3
(C6H4NH2)CuCl2I,(C6H4NH2),Cu,Cl; I,1,1,2; 1
Cs0.05FA0.79MA0.16PbBr0.51I,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.16,1,0.51; 1
BA2MA3PbI4,BA; MA,Pb,I,2; 3,1,4
((CH3)3S)2SnI6,((CH3)3S),Sn,I,2,1,6
((CH3)3S)2SnBrI5,((CH3)3S),Sn,Br; I,2,1,1; 5
((CH3)3S)2SnBr2I4,((CH3)3S),Sn,Br; I,2,1,2; 4
((CH3)3S)2SnClI5,((CH3)3S),Sn,Cl; I,2,1,1; 5
((CH3)3S)2SnCl2I4,((CH3)3S),Sn,Cl; I,2,1,2; 4
Cs0.05FA0.7885MA0.16150PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.05; 0.7885; 0.16150,1,0.51; 2.49
FA0.1MA0.9Pb0.9Sn0.1I3,FA; MA,Pb; Sn,I,0.1; 0.9,0.9; 0.1,3
FA0.33MA0.66Pb0.66Sn0.33I3,FA; MA,Pb; Sn,I,0.33; 0.66,0.66; 0.33,3
Cs0.05FA0.85MA0.15PbBr0.75I2.25,Cs; FA; MA,Pb,Br; I,0.05; 0.85; 0.15,1,0.75; 2.25
Cs0.05FA0.8265MA0.1235PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.05; 0.8265; 0.1235,1,0.51; 2.49
Cs0.15(DMA)0.85MA0.15PbI3,Cs; (DMA); MA,Pb,I,0.15; 0.85; 0.15,1,3
Cs0.15FA0.75MA0.1PbI3,Cs; FA; MA,Pb,I,0.15; 0.75; 0.1,1,3
Cs0.15FA0.75MA0.1PbBr0.2I2.8,Cs; FA; MA,Pb,Br; I,0.15; 0.75; 0.1,1,0.2; 2.8
Cs0.15FA0.75MA0.1PbBr0.5I2.5,Cs; FA; MA,Pb,Br; I,0.15; 0.75; 0.1,1,0.5; 2.5
Cs0.15FA0.75MA0.1PbBr0.7I2.3,Cs; FA; MA,Pb,Br; I,0.15; 0.75; 0.1,1,0.7; 2.3
Cs0.15FA0.75MA0.1PbBr0.3I2.7,Cs; FA; MA,Pb,Br; I,0.15; 0.75; 0.1,1,0.3; 2.7
Cs0.15FA0.75MA0.1PbBr0.4I2.6,Cs; FA; MA,Pb,Br; I,0.15; 0.75; 0.1,1,0.4; 2.6
FA0.8MA0.2Pb0.5Sn0.5I3,FA; MA,Pb; Sn,I,0.8; 0.2,0.5; 0.5,3
Cs0.05FA0.8265MA0.1235PbBr0.39I2.61,Cs; FA; MA,Pb,Br; I,0.05; 0.8265; 0.1235,1,0.39; 2.61
FAMAPbBrI,FA; MA,Pb,Br; I,1; 1,1,1; 1
(PDA)0.01Cs0.15FA0.84PbI3,(PDA); Cs; FA,Pb,I,0.01; 0.15; 0.84,1,3
(PDA)0.02Cs0.15FA0.83PbI3,(PDA); Cs; FA,Pb,I,0.02; 0.15; 0.83,1,3
(PDA)0.03Cs0.15FA0.82PbI3,(PDA); Cs; FA,Pb,I,0.03; 0.15; 0.82,1,3
(PDA)0.04Cs0.15FA0.81PbI3,(PDA); Cs; FA,Pb,I,0.04; 0.15; 0.81,1,3
(PDA)0.05Cs0.15FA0.8PbI3,(PDA); Cs; FA,Pb,I,0.05; 0.15; 0.8,1,3
FA0.94MA0.6PbBr0.06I2.94,FA; MA,Pb,Br; I,0.94; 0.6,1,0.06; 2.94
CsPbBr1.9I1.1,Cs,Pb,Br; I,1,1,1.9; 1.1
Cs0.05FA0.8075MA0.1425PbBr0.3I2.7,Cs; FA; MA,Pb,Br; I,0.05; 0.8075; 0.1425,1,0.3; 2.7
FA0.285GU0.05MA0.665PbI3,FA; GU; MA,Pb,I,0.285; 0.05; 0.665,1,3
FA0.5MA0.5PbSnI3,FA; MA,Pb; Sn,I,0.5; 0.5,1; 1,3
Cs0.091FA0.758MA0.152PbI3,Cs; FA; MA,Pb,I,0.091; 0.758; 0.152,1,3
MA2CuBr2Cl2,MA,Cu,Br; Cl,2,1,2; 2
MA2CuBr3.5Cl0.5,MA,Cu,Br; Cl,2,1,3.5; 0.5
Cs0.05FA0.285MA0.665PbI3,Cs; FA; MA,Pb,I,0.05; 0.285; 0.665,1,3
Cs0.07FA0.78MA0.15PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,0.07; 0.78; 0.15,1,0.45; 2.55
HASnI3,HA,Sn,I,1,1,3
Cs0.05FA0.65MA0.3PbBr0.15I2.85,Cs; FA; MA,Pb,Br; I,0.05; 0.65; 0.3,1,0.15; 2.85
MAPb0.8Sr0.2I3,MA,Pb; Sr,I,1,0.8; 0.2,3
Cs0.20FA0.80PbBr1.2I1.8,Cs; FA,Pb,Br; I,0.20; 0.80,1,1.2; 1.8
Cs0.05FA0.84MA0.11PbBr0.2I2.8,Cs; FA; MA,Pb,Br; I,0.05; 0.84; 0.11,1,0.2; 2.8
Cs2Pb(SCN)2I,Cs,Pb,(SCN); I,2,1,2
Cs0.05FA0.85MA0.1PbBr0.66I2.34,Cs; FA; MA,Pb,Br; I,0.05; 0.85; 0.1,1,0.66; 2.34
FAPbBr0.44I2.56,FA,Pb,Br; I,1,1,0.44; 2.56
Cs0.06FA79MA0.15PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,0.06; 79; 0.15,1,0.45; 2.55
Cs0.07FA0.89GU0.02PbI3,Cs; FA; GU,Pb,I,0.07; 0.89; 0.02,1,3
BA2Cs0.15FA0.85Pb1.2Sn0.8I7,BA; Cs; FA,Pb; Sn,I,2; 0.15; 0.85,1.2; 0.8,7
BA2Cs0.3FA1.7Pb1.8Sn1.2I10,BA; Cs; FA,Pb; Sn,I,2; 0.3; 1.7,1.8; 1.2,10
BA2Cs0.45FA2.55Pb2.4Sn1.8I14,BA; Cs; FA,Pb; Sn,I,2; 0.45; 2.55,2.4; 1.8,14
BA2Cs0.6FA3.4Pb3Sn2.4I17,BA; Cs; FA,Pb; Sn,I,2; 0.6; 3.4,3; 2.4,17
BA2Cs1.2FA7.65Pb4.8Sn3.6I28,BA; Cs; FA,Pb; Sn,I,2; 1.2; 7.65,4.8; 3.6,28
Cs0.5FA0.85PbI3,Cs; FA,Pb,I,0.5; 0.85,1,3
Cs0.05FA0.89MA0.6PbBr0.06I2.94,Cs; FA; MA,Pb,Br; I,0.05; 0.89; 0.6,1,0.06; 2.94
CsPb2Br5,Cs,Pb,Br,1,2,5
Cs0.05FA0.7MA0.25PbI3,Cs; FA; MA,Pb,I,0.05; 0.7; 0.25,1,3
(PDMA)FA2Pb3I10,(PDMA); FA,Pb,I,1; 2,3,10
(PDMA)FA2Pb23I7,(PDMA); FA,Pb,I,1; 2,23,7
(PDMA)FA3Pb4I13,(PDMA); FA,Pb,I,1; 3,4,13
FA0.83MA0.17PbBr0.51,FA; MA,Pb,Br,0.83; 0.17,1,0.51
FA0.83MA0.17PbBr0.22I2.78,FA; MA,Pb,Br; I,0.83; 0.17,1,0.22; 2.78
Cs0.15FA0.85PbBr0.6I2.4,Cs; FA,Pb,Br; I,0.15; 0.85,1,0.6; 2.4
FAPbBr2.67Cl0.33,FA,Pb,Br; Cl,1,1,2.67; 0.33
FAPbBr2.43Cl0.57,FA,Pb,Br; Cl,1,1,2.43; 0.57
FAPbBr2.25Cl0.75,FA,Pb,Br; Cl,1,1,2.25; 0.75
FAPbBr2.1Cl0.9,FA,Pb,Br; Cl,1,1,2.1; 0.9
FAPbBr2Cl,FA,Pb,Br; Cl,1,1,2; 1
(PEA)0.15FA0.85SnI3,(PEA); FA,Sn,I,0.15; 0.85,1,3
MAPb0.99Zn0.01I3,MA,Pb; Zn,I,1,0.99; 0.01,3
MAPb0.95Zn0.05I3,MA,Pb; Zn,I,1,0.95; 0.05,3
MAPb0.9Zn0.1I3,MA,Pb; Zn,I,1,0.9; 0.1,3
Cs0.8Rb0.2SnI3,Cs; Rb,Sn,I,0.8; 0.2,1,3
Cs0.5Rb0.5SnI3,Cs; Rb,Sn,I,0.5; 0.5,1,3
BA2FA60Pb61Br4I180,BA; FA,Pb,Br; I,2; 60,61,4; 180
BAFA10Pb11I34,BA; FA,Pb,I,1; 10,11,34
BAFA40Pb41I124,BA; FA,Pb,I,1; 40,41,124
BAFA60Pb61I184,BA; FA,Pb,I,1; 60,61,184
BAFA60Pb61Br4I180,BA; FA,Pb,Br; I,1; 60,61,4; 180
BAFA60Pb61Cl4I180,BA; FA,Pb,Cl; I,1; 60,61,4; 180
IMPbI3,IM,Pb,I,1,1,3
FA0.85MA0.15PbBr0.45I2.45,FA; MA,Pb,Br; I,0.85; 0.15,1,0.45; 2.45
Cs0.04FA0.8MA0.16PbBr0.49I2.51,Cs; FA; MA,Pb,Br; I,0.04; 0.8; 0.16,1,0.49; 2.51
FA0.75MA0.25PbBr0.25I2.76,FA; MA,Pb,Br; I,0.75; 0.25,1,0.25; 2.76
FA0.75MA0.25PbBr0.25I2.77,FA; MA,Pb,Br; I,0.75; 0.25,1,0.25; 2.77
FA0.75MA0.25PbBr0.25I2.78,FA; MA,Pb,Br; I,0.75; 0.25,1,0.25; 2.78
FA0.75MA0.25PbBr0.25I2.79,FA; MA,Pb,Br; I,0.75; 0.25,1,0.25; 2.79
FA0.75MA0.25PbBr0.25I2.80,FA; MA,Pb,Br; I,0.75; 0.25,1,0.25; 2.80
FA0.85MA0.15PbBr3,FA; MA,Pb,Br,0.85; 0.15,1,3
FA0.85MA0.15PbBr0.45I0.85,FA; MA,Pb,Br; I,0.85; 0.15,1,0.45; 0.85
FA0.88MA0.12PbI3,FA; MA,Pb,I,0.88; 0.12,1,3
(3AMP)MA2Pb3I10,(3AMP); MA,Pb,I,1; 2,3,10
(4AMP)MA2Pb3I10,(4AMP); MA,Pb,I,1; 2,3,10
(4AMP)MA3Pb4I13,(4AMP); MA,Pb,I,1; 3,4,13
Cs0.4FA0.6PbBr0.095I0.905,Cs; FA,Pb,Br; I,0.4; 0.6,1,0.095; 0.905
Cs0.3FA0.6MA0.1PbBr0.095I0.905,Cs; FA; MA,Pb,Br; I,0.3; 0.6; 0.1,1,0.095; 0.905
Cs0.2FA0.6MA0.2PbBr0.095I0.905,Cs; FA; MA,Pb,Br; I,0.2; 0.6; 0.2,1,0.095; 0.905
Cs0.1FA0.6MA0.3PbBr0.095I0.905,Cs; FA; MA,Pb,Br; I,0.1; 0.6; 0.3,1,0.095; 0.905
FA0.6MA0.4PbBr0.095I0.905,FA; MA,Pb,Br; I,0.6; 0.4,1,0.095; 0.905
Cs0.3FA0.7PbBr0.095I0.905,Cs; FA,Pb,Br; I,0.3; 0.7,1,0.095; 0.905
Cs0.2668FA0.666MA0.0664PbBr0.095I0.905,Cs; FA; MA,Pb,Br; I,0.2668; 0.666; 0.0664,1,0.095; 0.905
Cs0.0664FA0.666MA0.2668PbBr0.095I0.905,Cs; FA; MA,Pb,Br; I,0.0664; 0.666; 0.2668,1,0.095; 0.905
FA0.7MA0.3PbBr0.095I0.905,FA; MA,Pb,Br; I,0.7; 0.3,1,0.095; 0.905
Cs0.133FA0.733MA0.133PbBr0.095I0.905,Cs; FA; MA,Pb,Br; I,0.133; 0.733; 0.133,1,0.095; 0.905
Cs0.2FA0.8PbBr0.095I0.905,Cs; FA,Pb,Br; I,0.2; 0.8,1,0.095; 0.905
Cs0.0664FA0.8668MA0.0664PbBr0.095I0.905,Cs; FA; MA,Pb,Br; I,0.0664; 0.8668; 0.0664,1,0.095; 0.905
FA0.8MA0.2PbBr0.095I0.905,FA; MA,Pb,Br; I,0.8; 0.2,1,0.095; 0.905
Cs0.1FA0.9PbBr0.095I0.905,Cs; FA,Pb,Br; I,0.1; 0.9,1,0.095; 0.905
FA0.9MA0.1PbBr0.095I0.905,FA; MA,Pb,Br; I,0.9; 0.1,1,0.095; 0.905
FAPbBr0.095I0.905,FA,Pb,Br; I,1,1,0.095; 0.905
Cs0.4FA0.6PbBr0.256I0.744,Cs; FA,Pb,Br; I,0.4; 0.6,1,0.256; 0.744
Cs0.3FA0.6MA0.1PbBr0.256I0.744,Cs; FA; MA,Pb,Br; I,0.3; 0.6; 0.1,1,0.256; 0.744
Cs0.2FA0.6MA0.2PbBr0.256I0.744,Cs; FA; MA,Pb,Br; I,0.2; 0.6; 0.2,1,0.256; 0.744
Cs0.1FA0.6MA0.3PbBr0.256I0.744,Cs; FA; MA,Pb,Br; I,0.1; 0.6; 0.3,1,0.256; 0.744
FA0.6MA0.4PbBr0.256I0.744,FA; MA,Pb,Br; I,0.6; 0.4,1,0.256; 0.744
Cs0.3FA0.7PbBr0.256I0.744,Cs; FA,Pb,Br; I,0.3; 0.7,1,0.256; 0.744
Cs0.2668FA0.666MA0.0664PbBr0.256I0.744,Cs; FA; MA,Pb,Br; I,0.2668; 0.666; 0.0664,1,0.256; 0.744
Cs0.0664FA0.666MA0.2668PbBr0.256I0.744,Cs; FA; MA,Pb,Br; I,0.0664; 0.666; 0.2668,1,0.256; 0.744
FA0.7MA0.3PbBr0.256I0.744,FA; MA,Pb,Br; I,0.7; 0.3,1,0.256; 0.744
Cs0.133FA0.733MA0.133PbBr0.256I0.744,Cs; FA; MA,Pb,Br; I,0.133; 0.733; 0.133,1,0.256; 0.744
Cs0.2FA0.8PbBr0.256I0.744,Cs; FA,Pb,Br; I,0.2; 0.8,1,0.256; 0.744
Cs0.0664FA0.8668MA0.0664PbBr0.256I0.744,Cs; FA; MA,Pb,Br; I,0.0664; 0.8668; 0.0664,1,0.256; 0.744
FA0.8MA0.2PbBr0.256I0.744,FA; MA,Pb,Br; I,0.8; 0.2,1,0.256; 0.744
Cs0.1FA0.9PbBr0.256I0.744,Cs; FA,Pb,Br; I,0.1; 0.9,1,0.256; 0.744
FA0.9MA0.1PbBr0.256I0.744,FA; MA,Pb,Br; I,0.9; 0.1,1,0.256; 0.744
FAPbBr0.256I0.744,FA,Pb,Br; I,1,1,0.256; 0.744
FA0.5MA0.5PbBr0.3I2.7,FA; MA,Pb,Br; I,0.5; 0.5,1,0.3; 2.7
(PyrEA)PbI4,(PyrEA),Pb,I,1,1,4
(ImEA)PbI4,(ImEA),Pb,I,1,1,4
MAPbCl0.06I2.94,MA,Pb,Cl; I,1,1,0.06; 2.94
